"gene_symbol","n_diseases","mean_score","max_score","ensembl_id","entrez_id","uniprot_ids","protein_classes","diseases","total_pmids","mean_evidence","years_studied"
"NCS1",2,0.65,0.65,"ENSG00000107130",23413,"P62166","","Schizophrenias; Bipolar Disorders",4,1,"2004-2014"
"NFIX",1,0.65,0.65,"ENSG00000008441",4784,"B4DHW2; Q14938","Nucleic acid binding","Bipolar Disorders",1,1,"2013-2013"
"NKAPL",1,0.65,0.65,"ENSG00000189134",222698,"Q5M9Q1","","Schizophrenias",1,1,"2011-2011"
"NPAS1",1,0.65,0.65,"ENSG00000130751",4861,"Q99742","Transcription factor","Schizophrenias",2,1,"2004-2005"
"NPAS4",1,0.65,0.65,"ENSG00000174576",266743,"Q8IUM7","Transcription factor","Schizophrenias",1,0.75,"2012-2012"
"NPPC",1,0.65,0.65,"ENSG00000163273",4880,"E5LCN7; P23582","Signaling","Depression",0,1,"NA-NA"
"NPSR1",2,0.65,0.65,"ENSG00000187258",387129,"Q6W5P4; A0A090N8Z1","G-protein coupled receptor","Schizophrenias; Depression",2,0.875,"2010-2012"
"NR2E1",2,0.65,0.65,"ENSG00000112333",7101,"B6ZGT9; Q9Y466","Nuclear receptor","Schizophrenias; Bipolar Disorders",3,0.75,"2008-2010"
"NRXN2",2,0.65,0.65,"ENSG00000110076",9379,"P58401; Q9P2S2","","Schizophrenias; Childhood autism",2,1,"2011-2021"
"NSD1",1,0.65,0.65,"ENSG00000165671",64324,"Q96MN8; Q96L73","Epigenetic regulator","Childhood autism",2,0.666666666666667,"2007-2021"
"NTNG1",2,0.65,0.65,"ENSG00000162631",22854,"Q5IEC3; Q9Y2I2; X5DNW2; Q5IEC8; B4DKF0","Enzyme modulator","Bipolar Disorders; Schizophrenias",2,0.607142857142857,"2008-2008"
"OFCC1",1,0.65,0.65,"",266553,"","","Schizophrenias",1,1,"2011-2011"
"PAK2",1,0.65,0.65,"ENSG00000180370",5062,"A8K5M4; Q13177","Kinase","Schizophrenias",1,1,"2010-2010"
"PAWR",1,0.65,0.65,"ENSG00000177425",5074,"Q96IZ0","","Schizophrenias",1,0.5,"2008-2008"
"PBRM1",2,0.65,0.65,"ENSG00000163939",55193,"Q86U86","Epigenetic regulator","Schizophrenias; Bipolar Disorders",4,1,"2011-2013"
"PDE10A",1,0.65,0.65,"ENSG00000112541",10846,"A0A1B1UZR0; Q9Y233","","Bipolar Disorders",1,0.75,"2011-2011"
"PDE7B",1,0.65,0.65,"ENSG00000171408",27115,"Q9NP56","","Schizophrenias",3,1,"2010-2010"
"PDIK1L",1,0.65,0.65,"ENSG00000175087",149420,"Q8N165","Kinase","Schizophrenias",2,1,"2012-2013"
"PDZK1",1,0.65,0.65,"ENSG00000174827",5174,"Q5T2W1","","Schizophrenias",1,1,"2014-2014"
"PENK",1,0.65,0.65,"ENSG00000181195",5179,"P01210","Signaling","Depression",3,1,"2006-2007"
"PEX5L",1,0.65,0.65,"ENSG00000114757",51555,"Q8IYB4","Transporter","Depression",1,1,"2011-2011"
"PGBD1",1,0.65,0.65,"ENSG00000137338",84547,"Q96JS3","","Schizophrenias",1,0.833333333333333,"2011-2011"
"PITX3",1,0.65,0.65,"ENSG00000107859",5309,"O75364","","Schizophrenias",1,1,"2010-2010"
"PLAT",1,0.65,0.65,"ENSG00000104368",5327,"P00750; B4DN26","Enzyme","Schizophrenias",1,1,"2011-2011"
"PLAUR",1,0.65,0.65,"ENSG00000011422",5329,"Q03405; M0R1I2","","Childhood autism",2,1,"2008-2011"
"PLP1",1,0.65,0.65,"ENSG00000123560",5354,"B4DI30; A8K9L3; P60201; A0A0S2Z4D4","Cellular structure","Schizophrenias",3,1,"2005-2009"
"POU3F2",1,0.65,0.65,"ENSG00000184486",5454,"P20265","","Bipolar Disorders",2,1,"2011-2019"
"PPP1R9B",1,0.65,0.65,"ENSG00000108819",84687,"Q96SB3","","Schizophrenias",2,0.857142857142857,"2004-2006"
"PPP3CC",3,0.65,0.85,"ENSG00000120910",5533,"P48454","","Schizophrenias; Bipolar Disorders; Depression",6,0.93939393939394,"2007-2014"
"PPP3R1",1,0.65,0.65,"ENSG00000221823",5534,"P63098","","Schizophrenias",1,1,"2003-2003"
"PRKCA",1,0.65,0.65,"ENSG00000154229",5578,"L7RSM7; P17252; Q7Z727","Kinase","Schizophrenias",2,1,"2010-2011"
"PRKCB",1,0.65,0.65,"ENSG00000166501",5579,"P05771","Kinase","Childhood autism",1,0.8,"2005-2005"
"PSEN1",1,0.65,0.65,"ENSG00000080815",5663,"A0A024R6A3; P49768; A0A0S2Z4D2","Enzyme","Depression",5,1,"2001-2012"
"PTGS1",1,0.65,0.65,"ENSG00000095303",5742,"P23219; A0A087X296","Enzyme","Schizophrenias",1,0.5,"2012-2012"
"PTPN1",1,0.65,0.65,"ENSG00000196396",5770,"B4DSN5; A8K3M3; P18031","","Schizophrenias",1,1,"2007-2007"
"PTPRA",1,0.65,0.65,"ENSG00000132670",5786,"P18433","Enzyme","Schizophrenias",1,0.666666666666667,"2011-2011"
"PTPRZ1",1,0.65,0.65,"ENSG00000106278",5803,"P23471; B4DFE7","Enzyme","Schizophrenias",2,1,"2008-2011"
"PYY",1,0.65,0.65,"ENSG00000131096",5697,"P10082","Signaling","Depression",2,1,"1996-2011"
"RAC1",1,0.65,0.65,"ENSG00000136238",5879,"P63000; A4D2P1; A4D2P0","Enzyme modulator","Depression",2,1,"2007-2013"
"RAPGEF6",1,0.65,0.65,"ENSG00000158987",51735,"B2RTU6; Q8TEU7","Enzyme modulator","Schizophrenias",2,1,"2006-2008"
"REST",1,0.65,0.65,"ENSG00000084093",5978,"A0A1W2PQA1; Q13127","","Schizophrenias",1,1,"2010-2010"
"RGS9",1,0.65,0.65,"ENSG00000108370",8787,"O75916; A8K1G1","","Schizophrenias",1,0.75,"2007-2007"
"RSRC1",1,0.65,0.65,"ENSG00000174891",51319,"Q96IZ7","","Schizophrenias",0,1,"NA-NA"
"RTKN2",1,0.65,0.65,"ENSG00000182010",219790,"Q8IZC4","","Schizophrenias",1,1,"2014-2014"
"SCN7A",1,0.65,0.65,"ENSG00000136546",6332,"Q01118","Ion channel","Childhood autism",1,1,"2008-2008"
"SDCCAG8",1,0.65,0.65,"ENSG00000054282",10806,"Q86SQ7","","Schizophrenias",1,0.947368421052632,"2013-2013"
"SELENBP1",1,0.65,0.65,"ENSG00000143416",8991,"Q13228; V9HWG1","Immune response","Schizophrenias",2,0.75,"2005-2008"
"SEMA5A",1,0.65,0.65,"ENSG00000112902",9037,"Q13591; X5DR95","","Childhood autism",1,1,"2006-2006"
"SEPTIN7",1,0.65,0.65,"ENSG00000122545",989,"B4DNE4; G3V1Q4; Q16181; A8K3D0","Enzyme modulator","Schizophrenias",2,1,"2010-2011"
"SERPINA6",1,0.65,0.65,"ENSG00000170099",866,"A0A2Z4LCH4; P08185","Enzyme modulator","Depression",1,1,"2010-2010"
"SETD2",1,0.65,0.65,"ENSG00000181555",29072,"Q9BYW2","Epigenetic regulator","Childhood autism",1,1,"2021-2021"
"SGCE",1,0.65,0.65,"ENSG00000127990",8910,"E9PEH6; A0A0S2Z4P5; A0A2R8Y5J3; B4DP78; O43556; A0A2R8YGQ3; C9JR67","Calcium-binding protein","Depression",1,1,"2012-2012"
"SH3PXD2A",1,0.65,0.65,"ENSG00000107957",9644,"Q5TCZ1; B3KPL1","","Schizophrenias",1,1,"2014-2014"
"SHANK1",3,0.65,0.65,"ENSG00000161681",50944,"Q9Y566; H9KV90","","Anxiety Disorder; Childhood autism; Schizophrenias",3,1,"2008-2012"
"SLC1A3",3,0.65,0.75,"ENSG00000079215",6507,"B4DF14; A0A087X0U3; Q7Z5T0; Q8N169; A0A087WT87; P43003","Transporter","Schizophrenias; Childhood autism; Bipolar Disorders",6,0.952380952380952,"2001-2014"
"SLC5A3",1,0.65,0.65,"ENSG00000198743",6526,"P53794","Transporter","Bipolar Disorders",1,1,"2007-2007"
"SLC5A7",1,0.65,0.65,"ENSG00000115665",60482,"B2RCU2; Q9GZV3; B4DUU7; Q2T9H3","Transporter","Depression",0,0.666666666666667,"NA-NA"
"SLC6A5",1,0.65,0.65,"ENSG00000165970",9152,"Q4VAM6; Q4VAM4; Q9Y345","Transporter","Schizophrenias",2,0.666666666666667,"2008-2012"
"SLITRK5",1,0.65,0.65,"ENSG00000165300",26050,"O94991","","Disorders, Obsessive-Compulsive",1,1,"2010-2010"
"SMAD5",1,0.65,0.65,"ENSG00000113658",4090,"Q68DB7; Q99717","Transcription factor","Schizophrenias",1,1,"2008-2008"
"SMARCA2",1,0.65,0.65,"ENSG00000080503",6595,"B4DNT1; P51531; F6T8Q0; Q8N9Q1; Q56A76; B4DSC8; B1ALF6; F6VDE0","Epigenetic regulator","Schizophrenias",3,0.833333333333333,"2009-2014"
"SNRPN",1,0.65,0.65,"ENSG00000128739",6638,"X5DP00; P63162","","Childhood autism",0,1,"NA-NA"
"SORCS2",1,0.65,0.65,"ENSG00000184985",57537,"Q96PQ0","Transporter","Bipolar Disorders",1,1,"2011-2011"
"SREBF2",1,0.65,0.65,"ENSG00000198911",6721,"Q12772","","Schizophrenias",1,0.833333333333333,"2010-2010"
"SRSF3",1,0.65,0.65,"ENSG00000112081",6428,"P84103; B2R6F3","Nucleic acid binding","Bipolar Disorders",1,1,"2008-2008"
"STXBP1",2,0.65,0.65,"ENSG00000136854",6812,"P61764","Transporter","Schizophrenias; Childhood autism",3,0.916666666666667,"2013-2021"
"SYT11",1,0.65,0.65,"ENSG00000132718",23208,"Q9BT88","Transporter","Schizophrenias",1,1,"2007-2007"
"TACR3",1,0.65,0.65,"ENSG00000169836",6870,"P29371","G-protein coupled receptor","Schizophrenias",1,0.833333333333333,"2010-2010"
"TAOK2",1,0.65,0.65,"ENSG00000149930",9344,"Q9UL54","Kinase","Childhood autism",1,1,"2021-2021"
"TENM4",2,0.65,0.65,"ENSG00000149256",26011,"Q6N022","","Schizophrenias; Bipolar Disorders",2,1,"2011-2014"
"TET1",1,0.65,0.65,"ENSG00000138336",80312,"Q8NFU7","","Schizophrenias",1,1,"2013-2013"
"TLR3",1,0.65,0.65,"ENSG00000164342",7098,"O15455","Receptor","Schizophrenias",1,1,"2013-2013"
"TOP3B",1,0.65,0.65,"ENSG00000100038",8940,"O95985; A8K4N2","Enzyme","Schizophrenias",1,1,"2013-2013"
"TRIO",1,0.65,0.65,"ENSG00000038382",7204,"O75962","Kinase","Childhood autism",1,1,"2021-2021"
"TRRAP",2,0.65,0.65,"ENSG00000196367",8295,"Q9Y4A5","","Childhood autism; Schizophrenias",3,1,"2011-2021"
"TSPAN18",1,0.65,0.65,"ENSG00000157570",90139,"Q96SJ8","","Schizophrenias",1,0.8,"2011-2011"
"UCN",2,0.65,0.65,"ENSG00000163794",7349,"P55089","Signaling","Depression; Anxiety Disorder",3,1,"1996-2008"
"UHMK1",1,0.65,0.65,"ENSG00000152332",127933,"Q8TAS1","Kinase","Schizophrenias",2,0.5,"2007-2008"
"WDFY3",1,0.65,0.65,"ENSG00000163625",23001,"Q8IZQ1","","Childhood autism",1,1,"2021-2021"
"WWC1",1,0.65,0.65,"ENSG00000113645",23286,"Q8IX03","","Depression",1,1,"2011-2011"
"YWHAZ",1,0.65,0.65,"ENSG00000164924",7534,"P63104; D0PNI1","Chaperone","Bipolar Disorders",4,0.8,"1996-2012"
"ZKSCAN4",1,0.65,0.65,"ENSG00000187626",387032,"B7Z7H3; A0A0S2Z658; Q969J2","","Schizophrenias",1,1,"2011-2011"
"ZSCAN31",1,0.65,0.65,"ENSG00000235109",64288,"Q96LW9; Q96QL1; B3KTA4","","Schizophrenias",1,1,"2014-2014"
"ADRA1A",2,0.65,0.7,"ENSG00000120907",148,"B0ZBD3; P35348","G-protein coupled receptor","Schizophrenias; Bipolar Disorders",2,0.9,"2006-2011"
"ERVW-1",2,0.65,0.7,"ENSG00000242950",30816,"D0EYG5; Q9UQF0","","Schizophrenias; Bipolar Disorders",3,0.76,"2008-2012"
"HLA-A",2,0.65,0.7,"ENSG00000206503",3105,"Q5SUL5; B2R7U3; B1PKY1; P04439","","Schizophrenias; Childhood autism",3,0.875,"2006-2013"
"JARID2",2,0.65,0.7,"ENSG00000008083",3720,"Q92833","Transcription factor","Childhood autism; Schizophrenias",3,0.75,"2007-2021"
"NRXN3",2,0.65,0.7,"ENSG00000021645",9369,"Q9Y4C0; Q9HDB5; A0A0A0MR89","","Schizophrenias; Childhood autism",2,1,"2013-2021"
"PIP4K2A",2,0.65,0.7,"ENSG00000150867",5305,"P48426","Kinase","Schizophrenias; Bipolar Disorders",5,0.767857142857143,"2005-2010"
"TGFB1",2,0.65,0.7,"ENSG00000105329",7040,"P01137; A0A499FJK2","Signaling","Schizophrenias; Bipolar Disorders",2,0.9,"2001-2013"
"XBP1",2,0.65,0.7,"ENSG00000100219",7494,"P17861","","Bipolar Disorders; Schizophrenias",3,0.802083333333333,"2004-2014"
"YWHAE",2,0.65,0.7,"ENSG00000108953",7531,"P62258; V9HW98","Chaperone","Schizophrenias; Bipolar Disorders",3,0.75,"2012-2014"
"ATF4",3,0.633333333333333,0.65,"ENSG00000128272",468,"P18848","","Depression; Schizophrenias; Bipolar Disorders",4,1,"2007-2008"
"CHRNA4",3,0.633333333333333,0.75,"ENSG00000101204",1137,"Q59FV0; B4DK78; P43681; Q4VAQ3","Ion channel","Schizophrenias; Depression; Childhood autism",8,0.872727272727273,"2004-2012"
"ERBB3",3,0.633333333333333,0.75,"ENSG00000065361",2065,"P21860","Kinase","Schizophrenias; Depression; Bipolar Disorders",3,0.956521739130435,"2009-2012"
"GNB3",3,0.633333333333333,0.7,"ENSG00000111664",2784,"E9PCP0; F1T0G5; P16520","Enzyme","Schizophrenias; Depression; Bipolar Disorders",7,0.916666666666667,"2004-2014"
"HTR3B",3,0.633333333333333,0.7,"ENSG00000149305",9177,"O95264","Ion channel","Depression; Bipolar Disorders; Schizophrenias",4,0.833333333333333,"2004-2012"
"MCHR1",3,0.633333333333333,0.65,"ENSG00000128285",2847,"Q99705","G-protein coupled receptor","Depression; Bipolar Disorders; Schizophrenias",10,1,"2005-2012"
"SP4",3,0.633333333333333,0.75,"ENSG00000105866",6671,"Q02446; Q32M51; A0A3B3IRW4","Nucleic acid binding","Bipolar Disorders; Schizophrenias; Attention Deficit Disorder with Hyperactivity",3,0.933333333333333,"NA-NA"
"VIP",3,0.633333333333333,0.65,"ENSG00000146469",7432,"P01282","","Schizophrenias; Childhood autism; Bipolar Disorders",4,0.933333333333333,"2007-2014"
"ABCA13",2,0.625,0.65,"ENSG00000179869",154664,"A0A0A0MT16; Q86UQ4","Transporter","Schizophrenias; Bipolar Disorders",2,1,"2009-2009"
"ACTB",2,0.625,0.65,"ENSG00000075624",60,"Q1KLZ0; P60709","Cellular structure","Bipolar Disorders; Schizophrenias",2,0.833333333333333,"2012-2012"
"APOD",2,0.625,0.65,"ENSG00000189058",347,"P05090","","Schizophrenias; Bipolar Disorders",3,0.708333333333333,"2003-2006"
"CAMK2A",2,0.625,0.65,"ENSG00000070808",815,"Q7LDD5; Q8IWE0; A8K161; Q9UQM7","Kinase","Depression; Bipolar Disorders",2,0.916666666666667,"2011-2011"
"CHAT",2,0.625,0.65,"ENSG00000070748",1103,"P28329; Q6LEN5; Q6LEN6","Enzyme","Depression; Schizophrenias",3,0.775,"2005-2009"
"CHRNB3",2,0.625,0.65,"ENSG00000147432",1142,"Q05901","Ion channel","Bipolar Disorders; Depression",4,0.833333333333333,"2009-2014"
"CSNK1E",2,0.625,0.65,"ENSG00000213923",1454,"Q5U045; P49674","Kinase","Bipolar Disorders; Schizophrenias",7,0.928571428571429,"2003-2012"
"DBN1",2,0.625,0.65,"ENSG00000113758",1627,"Q16643","Cellular structure","Schizophrenias; Bipolar Disorders",4,1,"2004-2013"
"DMD",2,0.625,0.65,"ENSG00000198947",1756,"A0A0S2Z3B5; P11532; Q4G0X0; A7E212; A0A0S2Z3J7; Q16484","","Childhood autism; Schizophrenias",3,1,"NA-NA"
"DPYD",2,0.625,0.65,"ENSG00000188641",1806,"Q12882","Enzyme","Schizophrenias; Childhood autism",5,1,"1996-2021"
"FABP7",2,0.625,0.65,"ENSG00000164434",2173,"Q59HE4; A0A077H155; O15540","","Schizophrenias; Bipolar Disorders",3,1,"2007-2010"
"GABRA4",2,0.625,0.75,"ENSG00000109158",2557,"X5D7F5; P48169","Ion channel","Childhood autism; Schizophrenias",3,1,"2005-2010"
"GABRA5",4,0.625,0.7,"ENSG00000186297",2558,"P31644","Ion channel","Bipolar Disorders; Childhood autism; Schizophrenias; Depression",7,0.916666666666667,"NA-NA"
"GAL",2,0.625,0.75,"ENSG00000069482",51083,"P22466","","Depression; Bipolar Disorders",6,1,"2012-2014"
"GCH1",2,0.625,0.65,"ENSG00000131979",2643,"P30793; Q8IZH9","Enzyme","Bipolar Disorders; Schizophrenias",1,0.833333333333333,"NA-NA"
"HCRTR1",2,0.625,0.65,"ENSG00000121764",3061,"A6NMV7; O43613","G-protein coupled receptor","Depression; Schizophrenias",4,0.833333333333333,"2005-2012"
"HDAC2",2,0.625,0.65,"ENSG00000196591",3066,"Q92769","Epigenetic regulator","Depression; Schizophrenias",2,0.5,"2010-2012"
"IGF2",2,0.625,0.65,"ENSG00000167244",3481,"E3UN46; P01344","","Schizophrenias; Childhood autism",3,1,"2007-2014"
"ITGB3",2,0.625,0.75,"ENSG00000259207",3690,"P05106","Receptor","Childhood autism; Schizophrenias",4,0.928571428571429,"2006-2013"
"LASP1",2,0.625,0.65,"ENSG00000002834",3927,"B4DIC4; Q14847","","Childhood autism; Schizophrenias",2,0.65,"2007-2013"
"MAPK1",2,0.625,0.65,"ENSG00000100030",5594,"P28482; Q1HBJ4; Q499G7","Kinase","Bipolar Disorders; Schizophrenias",2,0.9,"2004-2013"
"MED12",2,0.625,0.65,"ENSG00000184634",9968,"Q93074","Transcription factor","Schizophrenias; Depression",6,0.888888888888889,"2000-2010"
"NOS2",2,0.625,0.75,"ENSG00000007171",4843,"P35228","","Depression; Childhood autism",6,0.866666666666667,"2009-2013"
"NOS3",2,0.625,0.65,"ENSG00000164867",4846,"P29474; A0S0A6","","Depression; Bipolar Disorders",3,0.773809523809524,"2003-2013"
"PAX6",2,0.625,0.65,"ENSG00000007372",5080,"F1T0F8; D1KF47; Q66SS1; A0A1W2PRA8; P26367","","Schizophrenias; Childhood autism",2,0.733333333333333,"2008-2013"
"PCLO",2,0.625,0.65,"ENSG00000186472",27445,"Q9Y6V0","","Bipolar Disorders; Depression",5,1,"2011-2014"
"PDE4A",4,0.625,0.75,"ENSG00000065989",5141,"P27815","","Depression; Schizophrenias; Bipolar Disorders; Childhood autism",9,0.96875,"2007-2012"
"RASGRP1",2,0.625,0.65,"ENSG00000172575",10125,"O95267; B2RA89","Enzyme modulator","Bipolar Disorders; Schizophrenias",1,1,"NA-NA"
"SERPINA1",2,0.625,0.65,"ENSG00000197249",5265,"P01009; E9KL23","Enzyme modulator","Bipolar Disorders; Anxiety Disorder",3,1,"2006-2007"
"SIRT1",2,0.625,0.65,"ENSG00000096717",23411,"B0QZ35; E9PC49; A8K128; Q96EB6","Epigenetic regulator","Bipolar Disorders; Schizophrenias",2,0.816666666666667,"2011-2011"
"SYN1",2,0.625,0.65,"ENSG00000008056",6853,"P17600","Cellular structure","Depression; Schizophrenias",5,0.875,"2007-2013"
"SYN3",2,0.625,0.75,"ENSG00000185666",8224,"Q17R54; Q59EX7; O14994","Cellular structure","Schizophrenias; Bipolar Disorders",3,0.708333333333333,"2006-2007"
"TIMELESS",2,0.625,0.65,"ENSG00000111602",8914,"Q9UNS1","","Depression; Bipolar Disorders",7,1,"2007-2014"
"TLR2",2,0.625,0.65,"ENSG00000137462",7097,"B3KWR9; A0A0S2Z4S4; O60603","","Schizophrenias; Bipolar Disorders",2,0.8,"2014-2015"
"VGF",2,0.625,0.65,"ENSG00000128564",7425,"O15240","","Depression; Bipolar Disorders",5,1,"2009-2014"
"VIPR2",2,0.625,0.75,"ENSG00000106018",7434,"X5D7Q6; P41587; X5DP12","G-protein coupled receptor","Schizophrenias; Bipolar Disorders",2,0.975,"2010-2011"
"VLDLR",2,0.625,0.65,"ENSG00000147852",7436,"A0A7P0T9P7; A0A7P0T897; Q5VVF5; P98155","","Schizophrenias; Childhood autism",3,0.8,"2005-2008"
"DIXDC1",5,0.62,0.65,"ENSG00000150764",85458,"Q155Q3","Signaling","Childhood autism; Depression; Anxiety Disorder; Schizophrenias; Bipolar Disorders",5,1,"2018-2018"
"ASMT",3,0.616666666666667,0.65,"ENSG00000292336; ENSG00000196433",438,"X5D784; P46597","","Childhood autism; Bipolar Disorders; Depression",4,1,"2008-2014"
"CRY1",3,0.616666666666667,0.65,"ENSG00000008405",1407,"Q16526; A2I2P0","Enzyme","Attention Deficit Disorder with Hyperactivity; Bipolar Disorders; Depression",4,0.694444444444444,"2010-2020"
"DRD5",3,0.616666666666667,0.8,"ENSG00000169676",1816,"P21918","G-protein coupled receptor","Attention Deficit Disorder with Hyperactivity; Bipolar Disorders; Depression",11,0.916344916344916,"1998-2016"
"GRIA3",3,0.616666666666667,0.65,"ENSG00000125675",2892,"Q5XKG2; Q17R51; P42263","Ion channel","Bipolar Disorders; Depression; Schizophrenias",9,0.805555555555556,"1999-2013"
"GSTT1",3,0.616666666666667,0.75,"",2952,"A0A0G2JRN4; Q4W251; Q4GZS9; P30711; A0A0G2JRQ5","","Schizophrenias; Bipolar Disorders; Depression",7,0.756410256410256,"2008-2014"
"HTR1B",3,0.616666666666667,0.75,"ENSG00000135312",3351,"A8K215; P28222; X5D7I5","G-protein coupled receptor","Depression; Bipolar Disorders; Childhood autism",7,1,"2004-2013"
"HTR5A",3,0.616666666666667,0.75,"ENSG00000157219",3361,"A4D2N2; P47898","G-protein coupled receptor","Schizophrenias; Bipolar Disorders; Childhood autism",7,0.925925925925926,"2000-2014"
"TCF7L2",3,0.616666666666667,0.7,"ENSG00000148737",6934,"C6ZRK1; Q5VVR7; A0A994J711; Q6FHW4; Q9NQB0; C6ZRJ7; C6ZRK5; A0A0A0MTL7; C6ZRK2","","Schizophrenias; Bipolar Disorders; Childhood autism",7,1,"2009-2021"
"CNR2",4,0.6125,0.8,"ENSG00000188822",1269,"P34972","G-protein coupled receptor","Depression; Schizophrenias; Bipolar Disorders; Post-traumatic stress disorder",10,0.939102564102564,"2008-2021"
"MTR",4,0.6125,0.75,"ENSG00000116984",4548,"Q99707","","Childhood autism; Depression; Schizophrenias; Bipolar Disorders",4,1,"NA-NA"
"BHLHE40",2,0.6,0.65,"ENSG00000134107",8553,"O14503; Q6IB83","Transcription factor","Bipolar Disorders; Schizophrenias",4,1,"2008-2014"
"CHRNA5",2,0.6,0.8,"ENSG00000169684",1138,"H0YM98; Q6EWN4; P30532","Ion channel","Schizophrenias; Anxiety Disorder",4,1,"2009-2018"
"CNTN4",2,0.6,0.65,"ENSG00000144619",152330,"Q8IWV2","Receptor","Childhood autism; Bipolar Disorders",2,1,"2009-2011"
"DGKB",2,0.6,0.65,"ENSG00000136267",1607,"Q9Y6T7","Enzyme","Depression; Bipolar Disorders",2,1,"2010-2010"
"IL1RAPL1",2,0.6,0.65,"ENSG00000169306",11141,"X5DNQ7; Q9NZN1","Receptor","Childhood autism; Schizophrenias",2,0.944444444444444,"NA-NA"
"SETDB1",2,0.6,0.65,"ENSG00000143379",9869,"Q15047","","Schizophrenias; Childhood autism",1,1,"NA-NA"
"TBR1",2,0.6,0.8,"ENSG00000136535",10716,"Q16650","Transcription factor","Childhood autism; Attention Deficit Disorder with Hyperactivity",0,1,"NA-NA"
"ABCA1",1,0.6,0.6,"ENSG00000165029",19,"O95477; B2RUU2; B7XCW9","Transporter","Schizophrenias",1,1,"2011-2011"
"ACP1",1,0.6,0.6,"ENSG00000143727",52,"P24666; Q59EH3; A0A140VK37","","Schizophrenias",1,0.833333333333333,"2012-2012"
"ACSL6",1,0.6,0.6,"ENSG00000164398",23305,"Q9UKU0; B4DFW3; B2RB13","Enzyme","Schizophrenias",2,1,"2006-2008"
"ACSM1",1,0.6,0.6,"ENSG00000166743",116285,"Q08AH1; B2RAP4","Enzyme","Schizophrenias",2,1,"2010-2015"
"ADA",1,0.6,0.6,"ENSG00000196839",100,"A0A0S2Z381; P00813; F5GWI4","Enzyme","Childhood autism",1,1,"2001-2001"
"ADCY5",1,0.6,0.6,"ENSG00000173175",111,"O95622; A0A384P5Q5; B7Z2C7; B3KWA8","","Depression",2,0.5,"2010-2013"
"ADM",3,0.6,0.6,"ENSG00000148926",133,"P35318","Signaling","Schizophrenias; Childhood autism; Bipolar Disorders",6,0.805555555555556,"2003-2013"
"ADNP2",1,0.6,0.6,"ENSG00000101544",22850,"Q6IQ32","","Schizophrenias",1,1,"2011-2011"
"ADORA1",1,0.6,0.6,"ENSG00000163485",134,"P30542","G-protein coupled receptor","Schizophrenias",1,1,"2009-2009"
"ADRB2",2,0.6,0.6,"ENSG00000169252",154,"X5DQM5; P07550","G-protein coupled receptor","Bipolar Disorders; Childhood autism",2,0.9,"2007-2012"
"ADSS2",1,0.6,0.6,"ENSG00000035687",159,"A0A024R5Q7; P30520","Enzyme","Schizophrenias",1,0.5,"2008-2008"
"AGA",1,0.6,0.6,"ENSG00000038002",175,"P20933","Enzyme","Schizophrenias",1,1,"2006-2006"
"AHI1-DT",1,0.6,0.6,"ENSG00000231028",100131814,"","","Schizophrenias",2,1,"2006-2010"
"AKR1A1",1,0.6,0.6,"ENSG00000117448",10327,"V9HWI0; P14550","Enzyme","Schizophrenias",1,1,"2013-2013"
"AKR1C4",1,0.6,0.6,"ENSG00000198610",1109,"P17516","Enzyme","Bipolar Disorders",2,1,"2011-2012"
"ALDH2",1,0.6,0.6,"ENSG00000111275",217,"A0A384NPN7; P05091","Enzyme","Bipolar Disorders",1,1,"2010-2010"
"ALDH3B1",1,0.6,0.6,"ENSG00000006534",221,"P43353; A0A087X2D4","","Schizophrenias",2,1,"2005-2009"
"ALS2CL",1,0.6,0.6,"ENSG00000178038",259173,"Q60I27","","Schizophrenias",1,1,"2011-2011"
"ANK2",1,0.6,0.6,"ENSG00000145362",287,"Q01484","","Childhood autism",1,0.833333333333333,"2021-2021"
"APOH",1,0.6,0.6,"ENSG00000091583",350,"A0A384NKM6; P02749","","Schizophrenias",1,0.75,"2014-2014"
"APOL2",1,0.6,0.6,"ENSG00000128335",23780,"Q9BQE5","Transporter","Schizophrenias",0,1,"NA-NA"
"ARHGEF11",1,0.6,0.6,"ENSG00000132694",9826,"O15085","","Schizophrenias",2,1,"2008-2014"
"ASAH1",1,0.6,0.6,"ENSG00000104763",427,"A8K0B6; Q13510; Q53H01","Enzyme","Schizophrenias",1,1,"2012-2012"
"ASTN2",3,0.6,0.7,"ENSG00000148219",23245,"B7ZKP4; X6R5P2; B3KN99; O75129; B7ZKP5","","Bipolar Disorders; Schizophrenias; Childhood autism",7,0.933333333333333,"2008-2021"
"ATM",1,0.6,0.6,"ENSG00000149311",472,"Q13315","Kinase","Schizophrenias",1,1,"2008-2008"
"ATP1A2",1,0.6,0.6,"ENSG00000018625",477,"P50993; A0A0S2Z3W6","Transporter","Bipolar Disorders",1,0.666666666666667,"2009-2009"
"B3GAT1",1,0.6,0.6,"ENSG00000109956",27087,"Q9P2W7","Enzyme","Schizophrenias",1,0.8,"2011-2011"
"B3GNT2",1,0.6,0.6,"ENSG00000170340",10678,"Q9NY97","Enzyme","Schizophrenias",1,0.5,"2013-2013"
"BAG1",3,0.6,0.65,"ENSG00000107262",573,"Q99933","","Bipolar Disorders; Depression; Schizophrenias",7,1,"2005-2013"
"BCHE",1,0.6,0.6,"ENSG00000114200",590,"P06276","","Bipolar Disorders",1,1,"1985-1985"
