"gene_symbol","geneid","ensemblid","geneNcbiType","uniprotids","protein_class_name","disease_name","diseaseType","diseaseUMLSCUI","score","yearInitial","yearFinal","numPMIDs","evidence_index"
"DHCR7",1717,"ENSG00000172893","protein-coding","A0A024R5F7; Q9UBM7","Enzyme","Childhood autism","disease","C0004352",0.7,2003,2003,1,1
"GABRA3",2556,"ENSG00000011677","protein-coding","P34903","Ion channel","Bipolar Disorders","disease","C0005586",0.7,1989,2004,5,1
"GABRA5",2558,"ENSG00000186297","protein-coding","P31644","Ion channel","Bipolar Disorders","disease","C0005586",0.7,1998,2010,5,1
"SLC25A4",291,"ENSG00000151729","protein-coding","A0A0S2Z3H3; P12235","Transporter","Bipolar Disorders","disease","C0005586",0.7,2003,2013,2,1
"PANX1",24145,"ENSG00000110218","protein-coding","Q96RD7","Ion channel","Depression","disease","C0011570",0.7,NA,NA,0,1
"CPLX2",10814,"ENSG00000145920","protein-coding","Q6PUV4","","Schizophrenias","disease","C0036341",0.7,2001,2004,2,0.9
"C9orf72",203228,"ENSG00000147894","protein-coding","Q96LT7","","Schizophrenias","disease","C0036341",0.7,2014,2014,1,0.666666666666667
"HTR1A",3350,"ENSG00000178394","protein-coding","P08908; A8K5W4; Q5ZGX3","G-protein coupled receptor","Anxiety Disorder","disease","C0003469",0.7,NA,NA,0,0.96969696969697
"FGFR1",2260,"ENSG00000077782","protein-coding","P11362; A0A0S2Z3Q6","Kinase","Schizophrenias","disease","C0036341",0.7,2006,2006,1,1
"FOXP1",27086,"ENSG00000114861","protein-coding","Q8N2P0; Q8TEA2; A0A3B3IT66; Q548T7; Q9H334","","Schizophrenias","disease","C0036341",0.7,NA,NA,0,1
"SRGAP3",9901,"ENSG00000196220","protein-coding","O43295","Enzyme modulator","Schizophrenias","disease","C0036341",0.7,2012,2012,1,1
"MECP2",4204,"ENSG00000169057","protein-coding","P51608; A0A140VKC4; D3YJ43; Q59FJ6","Epigenetic regulator","Schizophrenias","disease","C0036341",0.7,2011,2011,1,1
"NTRK3",4916,"ENSG00000140538","protein-coding","O95193; X5D7M5; X5DNW6; X5D2R1; Q16288; Q96CY4; B7Z7U4","Kinase","Schizophrenias","disease","C0036341",0.7,2009,2014,3,0.857142857142857
"MED15",51586,"ENSG00000099917","protein-coding","Q96RN5; Q6PKB8; G3V1P5; B7Z2H7","","Schizophrenias","disease","C0036341",0.7,2003,2003,1,1
"PDGFRB",5159,"ENSG00000113721","protein-coding","P09619; Q59F04","Kinase","Schizophrenias","disease","C0036341",0.7,2008,2011,2,1
"CNNM2",54805,"ENSG00000148842","protein-coding","Q9H8M5","","Schizophrenias","disease","C0036341",0.7,2013,2014,2,0.9375
"BECN1",8678,"ENSG00000126581","protein-coding","Q14457; A0A024R1X5; B4DQ36; W0FFG4; E7EV84","Enzyme modulator","Schizophrenias","disease","C0036341",0.7,2015,2015,1,0.75
"ADRA1A",148,"ENSG00000120907","protein-coding","B0ZBD3; P35348","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.7,2011,2011,1,0.8
"MIR137HG",400765,"ENSG00000225206","ncRNA","","","Schizophrenias","disease","C0036341",0.7,2015,2015,1,1
"STX1A",6804,"ENSG00000106089","protein-coding","Q75ME0; Q16623","Transporter","Childhood autism","disease","C0004352",0.7,2008,2021,2,1
"ERVW-1",30816,"ENSG00000242950","protein-coding","D0EYG5; Q9UQF0","","Schizophrenias","disease","C0036341",0.7,2008,2012,2,0.92
"GNAS",2778,"ENSG00000087460","protein-coding","Q5FWY2; Q14455; B0AZR9; Q5JWF2; A0A0S2Z3H8; O95467; Q5JWD1; P63092; P84996; A0A590UJF0; A0A7I2V5R6; A0A0S2Z3S5","Enzyme modulator","Schizophrenias","disease","C0036341",0.7,2006,2006,1,1
"GDNF",2668,"ENSG00000168621","protein-coding","A0A0S2Z3T2; A0A0S2Z3V2; P39905","Signaling","Bipolar Disorders","disease","C0005586",0.7,2014,2014,1,0.9
"GRIK2",2898,"ENSG00000164418","protein-coding","Q13002; A0A8D9PH75; A8K0H7; Q8IY40","Ion channel","Bipolar Disorders","disease","C0005586",0.7,2007,2009,3,1
"CHRNA7",1139,"ENSG00000175344","protein-coding","P36544","Ion channel","Childhood autism","disease","C0004352",0.7,2004,2004,1,1
"MACROD2",140733,"ENSG00000172264","protein-coding","A1Z1Q3","","Childhood autism","disease","C0004352",0.7,2010,2021,4,1
"SNAP25",6616,"ENSG00000132639","protein-coding","P60880","Transporter","Depression","disease","C0011570",0.7,2004,2009,2,0.666666666666667
"RBFOX1",54715,"ENSG00000078328","protein-coding","B7Z1U7; Q9NWB1; Q59HD3","Nucleic acid binding","Schizophrenias","disease","C0036341",0.7,2011,2018,2,0.928571428571429
"HTR3B",9177,"ENSG00000149305","protein-coding","O95264","Ion channel","Depression","disease","C0011570",0.7,2009,2009,1,1
"GABRA1",2554,"ENSG00000022355","protein-coding","A8K177; P14867","Ion channel","Schizophrenias","disease","C0036341",0.7,2005,2011,2,0.8
"DISC2",27184,"","ncRNA","","","Schizophrenias","disease","C0036341",0.7,NA,NA,0,1
"IMPA2",3613,"ENSG00000141401","protein-coding","O14732","Enzyme","Schizophrenias","disease","C0036341",0.7,2001,2001,1,0.8
"SEMA3A",10371,"ENSG00000075213","protein-coding","Q14563","Signaling","Schizophrenias","disease","C0036341",0.7,2003,2006,2,0.8
"B3GAT2",135152,"ENSG00000112309","protein-coding","Q9NPZ5","Enzyme","Schizophrenias","disease","C0036341",0.7,2011,2011,1,0.5
"SLC6A1",6529,"ENSG00000157103","protein-coding","A0A2R8Y4I3; P30531; B7Z3C5","Transporter","Schizophrenias","disease","C0036341",0.7,2008,2008,1,0.75
"SLC12A2",6558,"ENSG00000064651","protein-coding","P55011; Q53ZR1; B7ZM24","Transporter","Schizophrenias","disease","C0036341",0.7,2012,2014,3,1
"ZIC2",7546,"ENSG00000043355","protein-coding","O95409","Transcription factor","Schizophrenias","disease","C0036341",0.7,2011,2011,1,1
"TXNDC5",81567,"ENSG00000239264","protein-coding","Q8NBS9; A0A024QZV0","","Schizophrenias","disease","C0036341",0.7,2009,2009,1,0.733333333333333
"HPS4",89781,"ENSG00000100099","protein-coding","Q6P1K3; A8K2E6; Q9NQG7; A0A8V8TN06","","Schizophrenias","disease","C0036341",0.7,2013,2013,2,1
"OPA1",4976,"ENSG00000198836","protein-coding","E5KLK0; E5KLJ9; O60313","Enzyme modulator","Schizophrenias","disease","C0036341",0.7,2011,2011,2,1
"BAIAP2",10458,"ENSG00000175866","protein-coding","Q9UQB8","Receptor","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.7,2009,2016,3,1
"HTR1A",3350,"ENSG00000178394","protein-coding","P08908; A8K5W4; Q5ZGX3","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.7,2004,2014,4,0.8
"TSNARE1",203062,"ENSG00000171045","protein-coding","Q96NA8; Q6P186; E5RHT3","Transporter","Schizophrenias","disease","C0036341",0.7,2013,2013,1,1
"MAP6",4135,"ENSG00000171533","protein-coding","Q96JE9","","Schizophrenias","disease","C0036341",0.7,2010,2014,4,1
"CALY",50632,"ENSG00000130643","protein-coding","Q9NYX4","","Schizophrenias","disease","C0036341",0.7,2004,2004,1,1
"GRM3",2913,"ENSG00000198822","protein-coding","Q14832; A4D1D0","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.7,2010,2015,4,0.833333333333333
"CREBBP",1387,"ENSG00000005339","protein-coding","Q92793","","Childhood autism","disease","C0004352",0.7,2020,2021,2,1
"EIF4E",1977,"ENSG00000151247","protein-coding","P06730; D6RBW1; X5D7E3; Q32Q75","Nucleic acid binding","Childhood autism","disease","C0004352",0.7,NA,NA,0,0.8
"GABRA5",2558,"ENSG00000186297","protein-coding","P31644","Ion channel","Childhood autism","disease","C0004352",0.7,2007,2007,1,1
"TMLHE",55217,"ENSG00000185973","protein-coding","Q9NVH6","","Childhood autism","disease","C0004352",0.7,NA,NA,0,1
"SLC9A6",10479,"ENSG00000198689","protein-coding","Q92581; A0A1B0GV11","Transporter","Childhood autism","disease","C0004352",0.7,2021,2021,1,1
"DAO",1610,"ENSG00000110887","protein-coding","A0A024RBI1; P14920","","Bipolar Disorders","disease","C0005586",0.7,2005,2012,4,0.818181818181818
"DRD4",1815,"ENSG00000069696","protein-coding","P21917","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.7,2005,2015,5,0.722222222222222
"ASTN2",23245,"ENSG00000148219","protein-coding","B7ZKP4; X6R5P2; B3KN99; O75129; B7ZKP5","","Bipolar Disorders","disease","C0005586",0.7,2010,2010,1,1
"AVPR1B",553,"ENSG00000198049","protein-coding","P47901","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.7,2012,2012,1,0.8
"PACS1",55690,"ENSG00000175115","protein-coding","Q6VY07","","Bipolar Disorders","disease","C0005586",0.7,2019,2019,1,1
"XBP1",7494,"ENSG00000100219","protein-coding","P17861","","Bipolar Disorders","disease","C0005586",0.7,2009,2014,2,0.9375
"YWHAE",7531,"ENSG00000108953","protein-coding","P62258; V9HW98","Chaperone","Schizophrenias","disease","C0036341",0.7,2014,2014,2,0.833333333333333
"PICK1",9463,"ENSG00000100151","protein-coding","Q9NRD5","Enzyme modulator","Schizophrenias","disease","C0036341",0.7,2004,2006,3,0.909090909090909
"MDK",4192,"ENSG00000110492","protein-coding","P21741","Signaling","Schizophrenias","disease","C0036341",0.7,2012,2012,1,1
"ND4",4538,"","protein-coding","P03905; H9EC08","Enzyme","Schizophrenias","disease","C0036341",0.7,2003,2003,1,1
"PCNT",5116,"ENSG00000160299","protein-coding","O95613","","Schizophrenias","disease","C0036341",0.7,2009,2009,1,0.857142857142857
"ULK4",54986,"ENSG00000168038","protein-coding","Q96C45","Kinase","Schizophrenias","disease","C0036341",0.7,2011,2018,3,1
"ADRA2A",150,"ENSG00000150594","protein-coding","P08913","G-protein coupled receptor","Depression","disease","C0011570",0.7,2001,2011,3,0.875
"GRIA4",2893,"ENSG00000152578","protein-coding","A0A994J6J2; P48058; Q1WWK6; A0A8D9PH77","Ion channel","Schizophrenias","disease","C0036341",0.7,2006,2006,1,0.625
"ITIH3",3699,"ENSG00000162267","protein-coding","Q06033","Enzyme modulator","Schizophrenias","disease","C0036341",0.7,2013,2013,1,0.9375
"CTNNA2",1496,"ENSG00000066032","protein-coding","P26232; Q49AD3; F6KRI5","Cellular structure","Schizophrenias","disease","C0036341",0.7,2008,2008,1,1
"AGER",177,"ENSG00000204305","protein-coding","B4DNX3; Q15109; A0A1U9X785","Receptor","Schizophrenias","disease","C0036341",0.7,2012,2012,1,1
"MARK2",2011,"ENSG00000072518","protein-coding","A8K2S4; Q7KZI7; A0A140VJP1","Kinase","Schizophrenias","disease","C0036341",0.7,2007,2012,2,1
"FGF1",2246,"ENSG00000113578","protein-coding","P05230; Q16089; A0A7U3JVZ2; A8K147","Signaling","Schizophrenias","disease","C0036341",0.7,NA,NA,0,1
"CREB1",1385,"ENSG00000118260","protein-coding","Q5U0J5; P16220; Q53X93; B7Z5C6","","Schizophrenias","disease","C0036341",0.7,1999,2014,2,1
"GLO1",2739,"ENSG00000124767","protein-coding","X5DNM4; Q04760","","Childhood autism","disease","C0004352",0.7,2004,2004,1,0.777777777777778
"CSF2",1437,"ENSG00000164400","protein-coding","P04141","Signaling","Schizophrenias","disease","C0036341",0.7,2007,2007,1,0.885714285714286
"CACNA1I",8911,"ENSG00000100346","protein-coding","Q9P0X4","Ion channel","Schizophrenias","disease","C0036341",0.7,NA,NA,0,1
"BRCA1",672,"ENSG00000012048","protein-coding","A0A9Y1QQK3; P38398","Enzyme","Depression","disease","C0011570",0.7,1998,2013,5,0.785714285714286
"GNB3",2784,"ENSG00000111664","protein-coding","F1T0G5; E9PCP0; P16520","Enzyme","Depression","disease","C0011570",0.7,2004,2014,5,1
"SCN8A",6334,"ENSG00000196876","protein-coding","Q6B4S4; Q9UQD0","Ion channel","Childhood autism","disease","C0004352",0.7,2021,2021,1,1
"ITIH1",3697,"ENSG00000055957","protein-coding","P19827; B7Z8B6","Enzyme modulator","Bipolar Disorders","disease","C0005586",0.7,2011,2019,3,1
"RORA",6095,"ENSG00000069667","protein-coding","P35398; A0A0C4DG53; A0A0C4DFP5","Nuclear receptor","Bipolar Disorders","disease","C0005586",0.7,2010,2014,5,0.923076923076923
"SHANK2",22941,"ENSG00000162105","protein-coding","A6NHU9; A0A590UJ45; Q9UPX8","","Bipolar Disorders","disease","C0005586",0.7,2019,2019,1,0.8
"NTNG2",84628,"ENSG00000196358","protein-coding","Q96CW9","Enzyme modulator","Bipolar Disorders","disease","C0005586",0.7,2008,2010,2,0
"GNB5",10681,"ENSG00000069966","protein-coding","O14775","Enzyme","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.7,NA,NA,0,1
"TGFB1",7040,"ENSG00000105329","protein-coding","P01137; A0A499FJK2","Signaling","Schizophrenias","disease","C0036341",0.7,2013,2013,1,1
"TNXB",7148,"ENSG00000168477","protein-coding","Q6IPK3; O95680; Q9Y464; O95681; P22105","","Schizophrenias","disease","C0036341",0.7,2004,2007,2,0.857142857142857
"MBD2",8932,"ENSG00000134046","protein-coding","Q9UBB5","Epigenetic regulator","Schizophrenias","disease","C0036341",0.7,2014,2014,1,1
"PAFAH1B1",5048,"ENSG00000007168","protein-coding","P43034; A0A6Q8PFU3","","Schizophrenias","disease","C0036341",0.7,2006,2006,1,1
"AVPR1A",552,"ENSG00000166148","protein-coding","P37288; X5D2B0","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.7,2007,2007,1,0.666666666666667
"AMBRA1",55626,"ENSG00000110497","protein-coding","Q9C0C7; A0A075B6T1","","Schizophrenias","disease","C0036341",0.7,2013,2013,1,1
"NLGN2",57555,"ENSG00000169992","protein-coding","Q8NFZ4","","Schizophrenias","disease","C0036341",0.7,2011,2011,1,0.888888888888889
"BACE1",23621,"ENSG00000186318","protein-coding","P56817; Q5W9H2; B7Z3Z4; B7Z3K2","Enzyme","Schizophrenias","disease","C0036341",0.7,2009,2009,1,0.818181818181818
"LRRTM1",347730,"ENSG00000162951","protein-coding","Q86UE6","Receptor","Schizophrenias","disease","C0036341",0.7,2007,2014,2,0.875
"NRXN3",9369,"ENSG00000021645","protein-coding","Q9Y4C0; Q9HDB5; A0A0A0MR89","","Schizophrenias","disease","C0036341",0.7,2013,2013,1,1
"GPM6A",2823,"ENSG00000150625","protein-coding","P51674","Cellular structure","Schizophrenias","disease","C0036341",0.7,2008,2008,1,1
"GLO1",2739,"ENSG00000124767","protein-coding","X5DNM4; Q04760","","Depression","disease","C0011570",0.7,2005,2012,3,1
"DBH",1621,"ENSG00000123454","protein-coding","P09172","","Depression","disease","C0011570",0.7,2008,2013,5,1
"ADCY2",108,"ENSG00000078295","protein-coding","Q08462; Q71UM8","","Bipolar Disorders","disease","C0005586",0.7,2014,2019,2,1
"NTSR1",4923,"ENSG00000101188","protein-coding","P30989","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.7,2010,2010,1,1
"DDC",1644,"ENSG00000132437","protein-coding","Q53Y41; A0A0S2Z3N4; A0A087WV24; P20711","","Bipolar Disorders","disease","C0005586",0.7,1999,2003,2,0.8
"SOD2",6648,"ENSG00000291237","protein-coding","A0A384NL29; Q9UG59; Q96AM7; G5E9P6; P04179","Enzyme","Schizophrenias","disease","C0036341",0.7,2010,2010,1,0.611111111111111
"GAP43",2596,"ENSG00000172020","protein-coding","P17677; Q5U058","","Schizophrenias","disease","C0036341",0.7,2001,2012,4,0.941176470588235
"CCKAR",886,"ENSG00000163394","protein-coding","P32238","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.7,2004,2012,4,0.9
"WDFY3",23001,"ENSG00000163625","protein-coding","Q8IZQ1","","Childhood autism","disease","C0004352",0.65,2021,2021,1,1
"AHI1",54806,"ENSG00000135541","protein-coding","Q8NER0; A0A7P0T7Z8; Q8N157","","Childhood autism","disease","C0004352",0.65,2008,2008,1,1
"RORA",6095,"ENSG00000069667","protein-coding","P35398; A0A0C4DG53; A0A0C4DFP5","Nuclear receptor","Childhood autism","disease","C0004352",0.65,2010,2011,2,0.875
"NSD1",64324,"ENSG00000165671","protein-coding","Q96MN8; Q96L73","Epigenetic regulator","Childhood autism","disease","C0004352",0.65,2007,2021,2,0.666666666666667
"SNRPN",6638,"ENSG00000128739","protein-coding","X5DP00; P63162","","Childhood autism","disease","C0004352",0.65,NA,NA,0,1
"TRIO",7204,"ENSG00000038382","protein-coding","O75962","Kinase","Childhood autism","disease","C0004352",0.65,2021,2021,1,1
"ST8SIA2",8128,"ENSG00000140557","protein-coding","C6G488; Q92186; B2R9U8; Q4VAY9","","Childhood autism","disease","C0004352",0.65,2010,2010,1,1
"KDM5C",8242,"ENSG00000126012","protein-coding","P41229; A0A6M4C8G8","","Childhood autism","disease","C0004352",0.65,2008,2008,1,1
"TRRAP",8295,"ENSG00000196367","protein-coding","Q9Y4A5","","Childhood autism","disease","C0004352",0.65,2021,2021,1,1
"KATNAL2",83473,"ENSG00000167216","protein-coding","K7EIJ8; Q8IYT4","Cellular structure","Childhood autism","disease","C0004352",0.65,2021,2021,1,1
"DIXDC1",85458,"ENSG00000150764","protein-coding","Q155Q3","Signaling","Childhood autism","disease","C0004352",0.65,2018,2018,1,1
"TAOK2",9344,"ENSG00000149930","protein-coding","Q9UL54","Kinase","Childhood autism","disease","C0004352",0.65,2021,2021,1,1
"ADARB1",104,"ENSG00000197381","protein-coding","P78563; A0A994J4V7","Enzyme","Bipolar Disorders","disease","C0005586",0.65,2014,2014,1,0.5
"AKAP11",11215,"ENSG00000023516","protein-coding","Q9UKA4","","Bipolar Disorders","disease","C0005586",0.65,2022,2022,1,1
"ADCYAP1",116,"ENSG00000141433","protein-coding","B7Z222; P18509","Signaling","Bipolar Disorders","disease","C0005586",0.65,2008,2010,3,0.833333333333333
"GRIA3",2892,"ENSG00000125675","protein-coding","Q5XKG2; Q17R51; P42263","Ion channel","Bipolar Disorders","disease","C0005586",0.65,1999,2010,5,0.666666666666667
"NTRK1",4914,"ENSG00000198400","protein-coding","P04629; X5DR71","Kinase","Bipolar Disorders","disease","C0005586",0.65,2004,2004,1,1
"SERPINA1",5265,"ENSG00000197249","protein-coding","P01009; E9KL23","Enzyme modulator","Bipolar Disorders","disease","C0005586",0.65,2006,2007,2,1
"POLG",5428,"ENSG00000140521","protein-coding","E5KNU5; P54098","Enzyme","Bipolar Disorders","disease","C0005586",0.65,2010,2011,2,1
"BAG1",573,"ENSG00000107262","protein-coding","Q99933","","Bipolar Disorders","disease","C0005586",0.65,2005,2013,5,1
"PVALB",5816,"ENSG00000100362","protein-coding","P20472","Calcium-binding protein","Bipolar Disorders","disease","C0005586",0.65,2004,2004,1,1
"CDKN2A",1029,"ENSG00000147889","protein-coding","P42771; K7PML8; Q8N726","","Depression","disease","C0011570",0.65,2002,2013,3,1
"CHRNA2",1135,"ENSG00000120903","protein-coding","Q15822","Ion channel","Depression","disease","C0011570",0.65,2009,2009,1,1
"ADORA2A",135,"ENSG00000128271","protein-coding","P29274; A8K1F6; B3KVQ4; X5DNB4","G-protein coupled receptor","Depression","disease","C0011570",0.65,2017,2017,1,1
"GLUL",2752,"ENSG00000135821","protein-coding","A8YXX4; P15104","Enzyme","Depression","disease","C0011570",0.65,2005,2005,1,1
"MCHR1",2847,"ENSG00000128285","protein-coding","Q99705","G-protein coupled receptor","Depression","disease","C0011570",0.65,2005,2012,5,1
"HSD11B1",3290,"ENSG00000117594","protein-coding","P28845; X5D2L1","","Depression","disease","C0011570",0.65,2012,2012,1,1
"NPPC",4880,"ENSG00000163273","protein-coding","E5LCN7; P23582","Signaling","Depression","disease","C0011570",0.65,NA,NA,0,1
"NRXN1",9378,"ENSG00000179915","protein-coding","A0A1D5RMU6; E7EQN4; P58400; E7ERL8; H0Y568; H7BYC7; A0A0D9SEM5; Q9ULB1; A0A0D9SEQ7","","Depression","disease","C0011570",0.65,2010,2010,1,1
"HOXB8",3218,"ENSG00000120068","protein-coding","P17481; Q8N8T3","","Disorders, Obsessive-Compulsive","disease","C0028768",0.65,2002,2002,1,1
"SH3PXD2A",9644,"ENSG00000107957","protein-coding","Q5TCZ1; B3KPL1","","Schizophrenias","disease","C0036341",0.65,2014,2014,1,1
"MYO16",23026,"ENSG00000041515","protein-coding","F8W883; Q9Y6X6","","Schizophrenias","disease","C0036341",0.65,2014,2014,1,1
"ASTN2",23245,"ENSG00000148219","protein-coding","B3KN99; X6R5P2; O75129; B7ZKP5; B7ZKP4","","Schizophrenias","disease","C0036341",0.65,2008,2010,2,0.8
"AMACR",23600,"ENSG00000242110","protein-coding","Q9UHK6","","Schizophrenias","disease","C0036341",0.65,2010,2010,1,1
"FUT8",2530,"ENSG00000033170","protein-coding","A8K8P8; Q9BYC5; Q546E0","","Schizophrenias","disease","C0036341",0.65,2011,2015,2,1
"TENM4",26011,"ENSG00000149256","protein-coding","Q6N022","","Schizophrenias","disease","C0036341",0.65,2014,2014,1,1
"BLOC1S1",2647,"ENSG00000135441","protein-coding","P78537","Transcription factor","Schizophrenias","disease","C0036341",0.65,2015,2015,1,1
